qseqid,sseqid,log2FoldChange,lfcSE,padj,description,external_gene_name
104452898,AT4G10500,1.363623028,0.159433103,2.56E-15,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:826642],AT4G10500
104452899,AT4G10500,2.086302711,0.142472072,4.18E-45,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:826642],AT4G10500
104452938,AT5G10530,-1.025584406,0.288858085,0.003025011,Concanavalin A-like lectin protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:830918],AT5G10530
104452939,AT5G10530,-1.031386507,0.182763718,4.66E-07,Concanavalin A-like lectin protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:830918],AT5G10530
104452949,AT3G19640,2.353578779,0.818682677,0.021166739,magnesium transporter 4 [Source:NCBI gene (formerly Entrezgene);Acc:821501],MGT4
104452953,AT5G09590,1.828190508,0.157228038,3.01E-28,mitochondrial HSO70 2 [Source:NCBI gene (formerly Entrezgene);Acc:830818],MTHSC70-2
104453008,AT3G10450,-2.197519332,0.257458961,2.92E-15,serine carboxypeptidase-like 7 [Source:NCBI gene (formerly Entrezgene);Acc:820209],SCPL7
104453019,AT1G09970,2.30110993,0.459163304,1.02E-05,Leucine-rich receptor-like protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:837531],LRR XI-23
104453031,AT2G14610,6.211279095,1.405758524,0.000131944,pathosis-related protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:815949],PR1
104453033,AT2G14580,3.267011204,0.815837585,0.000645257,basic pathosis-related protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:815945],PRB1
104453044,AT2G14610,3.990239516,0.777276115,5.77E-06,pathosis-related protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:815949],PR1
104453046,AT2G14620,-1.303177502,0.467538851,0.026435186,xyloglucan endotransglucosylase/hydrolase 10 [Source:NCBI gene (formerly Entrezgene);Acc:815950],XTH10
104453055,AT4G14960,-1.517556717,0.204708612,1.12E-11,Tubulin/FtsZ family protein [Source:NCBI gene (formerly Entrezgene);Acc:827154],TUA6
104453057,AT1G17870,2.081038486,0.374930707,7.55E-07,ethylene-dependent gravitropism-deficient and yellow-green-like 3 [Source:NCBI gene (formerly Entrezgene);Acc:838366],EGY3
104453060,AT3G49780,-1.162712821,0.36326825,0.008744392,phytosulfokine 4 [Source:NCBI gene (formerly Entrezgene);Acc:824140],PSK4
104453061,AT5G36180,-1.302431492,0.237737527,1.09E-06,serine carboxypeptidase-like 1 [Source:NCBI gene (formerly Entrezgene);Acc:833615],scpl1
104453069,AT1G73270,-1.785218979,0.448785735,0.000708818,serine carboxypeptidase-like 6 [Source:NCBI gene (formerly Entrezgene);Acc:843661],scpl6
104453076,AT4G33820,-1.848342861,0.625874463,0.01730778,Glycosyl hydrolase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:829524],AT4G33820
104453078,AT4G33820,-1.130068471,0.433400209,0.040786634,Glycosyl hydrolase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:829524],AT4G33820
104453091,AT3G18960,1.650283369,0.231556207,7.68E-11,AP2/B3-like transcriptional factor family protein [Source:NCBI gene (formerly Entrezgene);Acc:821429],AT3G18960
104453094,AT3G18960,1.780900466,0.257525033,3.07E-10,AP2/B3-like transcriptional factor family protein [Source:NCBI gene (formerly Entrezgene);Acc:821429],AT3G18960
104453102,AT1G49890,-1.032590838,0.186715289,8.37E-07,QWRF motif protein (DUF566) [Source:NCBI gene (formerly Entrezgene);Acc:841412],QWRF2
104453112,AT3G19550,4.927076931,1.472094086,0.005704743,glutamate racemase [Source:NCBI gene (formerly Entrezgene);Acc:821491],AT3G19550
104453120,AT2G14900,3.112396555,0.801397727,0.000992788,Gibberellin-regulated family protein [Source:NCBI gene (formerly Entrezgene);Acc:815979],AT2G14900
104453132,AT2G15220,4.59302007,0.594740092,1.26E-12,Plant basic secretory protein (BSP) family protein [Source:NCBI gene (formerly Entrezgene);Acc:816011],AT2G15220
104453134,AT2G15220,-2.402410915,0.525520804,7.01E-05,Plant basic secretory protein (BSP) family protein [Source:NCBI gene (formerly Entrezgene);Acc:816011],AT2G15220
104453135,AT2G15220,2.245370552,0.882251595,0.046985621,Plant basic secretory protein (BSP) family protein [Source:NCBI gene (formerly Entrezgene);Acc:816011],AT2G15220
104453137,AT4G15480,-2.135424256,0.246746635,1.15E-15,UDP-Glycosyltransferase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827220],UGT84A1
104453138,AT4G15480,-2.231487934,0.272938791,4.66E-14,UDP-Glycosyltransferase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827220],UGT84A1
104453153,AT5G67260,-1.275691744,0.322129746,0.000757741,CYCLIN D3;2 [Source:NCBI gene (formerly Entrezgene);Acc:836861],CYCD3;2
104453159,AT5G10770,-2.65840732,0.954547122,0.026588217,Eukaryotic aspartyl protease family protein [Source:NCBI gene (formerly Entrezgene);Acc:830944],AT5G10770
104453188,AT4G34050,-1.171235307,0.174100532,9.77E-10,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:829551],CCoAOMT1
104453198,AT3G19270,6.325402929,1.257521235,9.44E-06,"cytochrome P450, family 707, subfamily A, polypeptide 4 [Source:NCBI gene (formerly Entrezgene);Acc:821461]",CYP707A4
104453209,AT3G48690,1.477156272,0.541294992,0.030477236,alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:824030],CXE12
104453210,AT4G08250,5.135275071,1.479190274,0.003871276,GRAS family transcription factor [Source:NCBI gene (formerly Entrezgene);Acc:826375],AT4G08250
104453219,AT1G47480,-1.49067602,0.239980442,2.06E-08,alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:841155],AT1G47480
104453225,AT3G48690,-1.167335738,0.303065325,0.001107848,alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:824030],CXE12
104453259,AT2G44110,-1.350350271,0.360485419,0.001594369,Seven transmembrane MLO family protein [Source:NCBI gene (formerly Entrezgene);Acc:819017],MLO15
104453358,AT1G45130,-1.606828485,0.326280998,1.51E-05,beta-galactosidase 5 [Source:NCBI gene (formerly Entrezgene);Acc:841080],BGAL5
104453362,AT2G16440,-1.767490803,0.326324024,1.48E-06,Minichromosome maintenance (MCM2/3/5) family protein [Source:NCBI gene (formerly Entrezgene);Acc:816142],MCM4
104453371,AT2G21340,-1.91890446,0.423685091,8.35E-05,MATE efflux family protein [Source:NCBI gene (formerly Entrezgene);Acc:816673],AT2G21340
104453381,AT4G39010,-3.018529435,0.420134784,5.17E-11,glycosyl hydrolase 9B18 [Source:NCBI gene (formerly Entrezgene);Acc:830056],GH9B18
104453398,AT4G34860,-1.994831862,0.333183864,7.28E-08,Plant neutral invertase family protein [Source:NCBI gene (formerly Entrezgene);Acc:829638],A/N-InvB
104453418,AT2G21050,-2.404638426,0.384922445,1.69E-08,like AUXIN RESISTANT 2 [Source:NCBI gene (formerly Entrezgene);Acc:816640],LAX2
104453420,AT4G38660,-1.903924107,0.375501459,7.84E-06,Pathosis-related thaumatin superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:830022],AT4G38660
104453423,AT4G38620,-1.065188592,0.285604615,0.00168754,myb domain protein 4 [Source:NCBI gene (formerly Entrezgene);Acc:830018],MYB4
104453450,AT4G38470,3.252699592,0.322531741,3.44E-21,ACT-like protein tyrosine kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:830003],STY46
104453456,AT1G47670,-3.56813778,0.645827667,8.58E-07,Transmembrane amino acid transporter family protein [Source:NCBI gene (formerly Entrezgene);Acc:841177],AT1G47670
104453457,AT1G47670,-3.463329853,0.700638891,1.39E-05,Transmembrane amino acid transporter family protein [Source:NCBI gene (formerly Entrezgene);Acc:841177],AT1G47670
104453458,AT1G47670,-1.04019809,0.261986671,0.000728237,Transmembrane amino acid transporter family protein [Source:NCBI gene (formerly Entrezgene);Acc:841177],AT1G47670
104453462,AT1G48720,-1.672578886,0.470245797,0.002965367,Copia-like polyprotein/retrotransposon [Source:NCBI gene (formerly Entrezgene);Acc:28717339],AT1G48720
104453526,AT3G26740,1.659755374,0.57281425,0.020023873,CCR-like protein [Source:NCBI gene (formerly Entrezgene);Acc:822286],CCL
104453545,AT1G28590,2.467152069,0.471648872,3.63E-06,GDSL-like Lipase/Acylhydrolase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839759],AT1G28590
104453553,AT3G26740,1.700771952,0.346628014,1.64E-05,CCR-like protein [Source:NCBI gene (formerly Entrezgene);Acc:822286],CCL
104453557,AT5G61910,-1.653235077,0.345226198,2.76E-05,DCD (Development and Cell Death) domain protein [Source:NCBI gene (formerly Entrezgene);Acc:836312],AT5G61910
104453559,AT5G13330,2.880419953,0.379980719,3.53E-12,related to AP2 6l [Source:NCBI gene (formerly Entrezgene);Acc:831174],Rap2.6L
104453563,AT1G27440,-1.640501842,0.23582366,2.38E-10,Exostosin family protein [Source:NCBI gene (formerly Entrezgene);Acc:839635],GUT2
104453584,AT4G21200,2.451719049,0.692720253,0.003129454,gibberellin 2-oxidase 8 [Source:NCBI gene (formerly Entrezgene);Acc:827868],GA2OX8
104453623,AT2G01970,1.625069457,0.199872673,6.56E-14,Endomembrane protein 70 protein family [Source:NCBI gene (formerly Entrezgene);Acc:814728],AT2G01970
104453635,AT2G01890,-1.422685377,0.29134558,1.81E-05,purple acid phosphatase 8 [Source:NCBI gene (formerly Entrezgene);Acc:814720],PAP8
104453636,AT1G14720,-1.220697644,0.33333343,0.002113512,xyloglucan endotransglucosylase/hydrolase 28 [Source:NCBI gene (formerly Entrezgene);Acc:838037],XTH28
104453657,AT1G14830,-1.728405726,0.254286611,6.45E-10,DYNAMIN-like 1C [Source:NCBI gene (formerly Entrezgene);Acc:838048],DL1C
104453671,AT1G14870,-1.656411454,0.209420169,3.26E-13,PLANT CADMIUM RESISTANCE 2 [Source:NCBI gene (formerly Entrezgene);Acc:838052],PCR2
104453686,AT1G14890,-2.271159652,0.310533521,2.15E-11,Plant invertase/pectin methylesterase inhibitor superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838054],AT1G14890
104453703,AT3G59970,-1.096033053,0.160363884,5.13E-10,methylenetetrahydrofolate reductase 1 [Source:NCBI gene (formerly Entrezgene);Acc:825167],MTHFR1
104453722,AT2G01340,-1.412888158,0.301456353,4.29E-05,plastid movement impaired protein [Source:NCBI gene (formerly Entrezgene);Acc:814662],At17.1
104453723,AT1G23030,-1.113103276,0.376638643,0.017213326,ARM repeat superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838911],AT1G23030
104453740,AT1G22380,3.158098484,0.541370611,1.67E-07,UDP-glucosyl transferase 85A3 [Source:NCBI gene (formerly Entrezgene);Acc:838845],UGT85A3
104453741,AT1G22400,2.770204445,0.913678153,0.014013778,UDP-Glycosyltransferase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838846],UGT85A1
104453754,AT2G01210,-1.031191485,0.224097893,6.18E-05,Leucine-rich repeat protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:814649],AT2G01210
104453788,AT1G68460,-5.455185268,1.555918769,0.003475644,isopentenyltransferase 1 [Source:NCBI gene (formerly Entrezgene);Acc:843175],IPT1
104453805,AT1G68585,-1.051636424,0.191847615,1.07E-06,,AT1G68585
104453821,AT1G68810,-1.050890376,0.290794592,0.002473168,basic helix-loop-helix (bHLH) DNA-binding superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:843213],AT1G68810
104453824,AT1G68795,-1.996860694,0.318917511,1.56E-08,CLAVATA3/ESR-RELATED 12 [Source:NCBI gene (formerly Entrezgene);Acc:843211],CLE12
104453828,AT1G26100,-1.580658314,0.301580946,3.45E-06,Cytochrome b561/ferric reductase transmembrane protein family [Source:NCBI gene (formerly Entrezgene);Acc:839151],AT1G26100
104453835,AT3G25620,2.950871825,0.847635613,0.003752804,ABC-2 type transporter family protein [Source:NCBI gene (formerly Entrezgene);Acc:822149],ABCG21
104453842,AT1G68740,-1.285972333,0.321235178,0.00064851,EXS (ERD1/XPR1/SYG1) family protein [Source:NCBI gene (formerly Entrezgene);Acc:843205],PHO1;H1
104453878,AT1G69080,-2.151343588,0.389306585,8.54E-07,Adenine nucleotide alpha hydrolases-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:843240],AT1G69080
104453882,AT1G13700,-2.349919906,0.848444738,0.027613432,6-phosphogluconolactonase 1 [Source:NCBI gene (formerly Entrezgene);Acc:837931],PGL1
104453885,AT1G69240,-1.502589073,0.378296242,0.000724766,methyl esterase 15 [Source:NCBI gene (formerly Entrezgene);Acc:843255],MES15
104453896,AT1G13750,-1.116691318,0.200587525,6.93E-07,Purple acid phosphatases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:837935],AT1G13750
104453900,AT1G18650,-1.915145108,0.314915604,4.32E-08,plasmodesmata callose-binding protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:838446],PDCB3
104453911,AT2G03420,-1.096030895,0.295200816,0.001787751,,AT2G03420
104453917,AT1G69420,-1.562913664,0.25980869,6.20E-08,DHHC-type zinc finger family protein [Source:NCBI gene (formerly Entrezgene);Acc:843274],AT1G69420
104453930,AT1G26761,-1.705468908,0.362427205,3.96E-05,Arabinanase/levansucrase/invertase [Source:NCBI gene (formerly Entrezgene);Acc:6241260],AT1G26761
104453934,AT1G69490,1.561257078,0.406495914,0.00115172,"NAC-like, activated by AP3/PI [Source:NCBI gene (formerly Entrezgene);Acc:843282]",NAP
104453943,AT1G14185,-1.904175543,0.332506769,2.99E-07,Glucose-methanol-choline (GMC) oxidoreductase family protein [Source:NCBI gene (formerly Entrezgene);Acc:837978],AT1G14185
104453945,AT2G02990,2.006924112,0.613110119,0.007099975,ribonuclease 1 [Source:NCBI gene (formerly Entrezgene);Acc:814828],RNS1
104453948,AT2G39130,-6.879968454,1.41617464,2.03E-05,Transmembrane amino acid transporter family protein [Source:NCBI gene (formerly Entrezgene);Acc:818499],AT2G39130
104453968,AT2G02820,-1.232830313,0.403333382,0.013094342,myb domain protein 88 [Source:NCBI gene (formerly Entrezgene);Acc:814812],MYB88
104453986,AT1G69850,2.662155023,0.357001419,8.33E-12,nitrate transporter 1:2 [Source:NCBI gene (formerly Entrezgene);Acc:843321],NRT1:2
104453990,AT1G14520,-1.203026197,0.222360136,1.52E-06,myo-inositol oxygenase 1 [Source:NCBI gene (formerly Entrezgene);Acc:838014],MIOX1
104454010,AT5G08260,-1.392098445,0.239584001,1.90E-07,serine carboxypeptidase-like 35 [Source:NCBI gene (formerly Entrezgene);Acc:830722],scpl35
104454011,AT5G23230,1.38530741,0.317776116,0.000166915,nicotinamidase 2 [Source:NCBI gene (formerly Entrezgene);Acc:832387],NIC2
104454043,AT5G13750,2.971708354,0.667673804,0.000115541,zinc induced facilitator-like 1 [Source:NCBI gene (formerly Entrezgene);Acc:831220],ZIFL1
104454045,AT5G13740,3.637781123,0.554229989,2.64E-09,zinc induced facilitator 1 [Source:NCBI gene (formerly Entrezgene);Acc:831219],ZIF1
104454068,AT5G17160,-2.047859736,0.315943647,4.33E-09,aspartic/glutamic acid-rich protein [Source:NCBI gene (formerly Entrezgene);Acc:831580],AT5G17160
104454080,AT4G03320,4.015202228,0.85950955,4.59E-05,translocon at the inner envelope membrane of chloroplasts 20-IV [Source:NCBI gene (formerly Entrezgene);Acc:827972],Tic20-IV
104454081,AT1G79480,-1.000932111,0.31335951,0.008912075,Carbohydrate-binding X8 domain superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:844286],AT1G79480
104454093,AT5G04750,1.366569715,0.242951471,5.13E-07,F1F0-ATPase inhibitor protein [Source:NCBI gene (formerly Entrezgene);Acc:830353],AT5G04750
104454106,AT2G27690,-3.861220296,0.4147646,4.59E-18,"cytochrome P450, family 94, subfamily C, polypeptide 1 [Source:NCBI gene (formerly Entrezgene);Acc:817315]",CYP94C1
104454116,AT5G16190,-3.182398826,0.890435454,0.002806596,cellulose synthase like A11 [Source:NCBI gene (formerly Entrezgene);Acc:831477],CSLA11
104454118,AT1G08230,2.688313757,0.60876827,0.000133082,Transmembrane amino acid transporter family protein [Source:NCBI gene (formerly Entrezgene);Acc:837344],AT1G08230
104454122,AT5G04520,1.254963639,0.266140839,3.80E-05,3-oxoacyl-acyl-carrier synthase-like protein (Protein of unknown function DUF455) [Source:NCBI gene (formerly Entrezgene);Acc:830331],AT5G04520
104454126,AT3G52180,1.067236002,0.255054597,0.000330336,dual specificity protein phosphatase (DsPTP1) family protein [Source:NCBI gene (formerly Entrezgene);Acc:824383],SEX4
104454132,AT3G10520,4.337301887,0.72634514,7.91E-08,hemoglobin 2 [Source:NCBI gene (formerly Entrezgene);Acc:820216],HB2
104454142,AT5G04390,-1.406341569,0.338592819,0.000370779,C2H2-type zinc finger family protein [Source:NCBI gene (formerly Entrezgene);Acc:830318],AT5G04390
104454145,AT3G53190,-2.171274425,0.420014613,4.86E-06,Pectin lyase-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:824485],AT3G53190
104454167,AT5G07330,5.435981855,1.460876678,0.0017403,NFU1 iron-sulfur cluster protein [Source:NCBI gene (formerly Entrezgene);Acc:830624],AT5G07330
104454174,AT2G46790,1.601571612,0.248490476,5.37E-09,pseudo-response regulator 9 [Source:NCBI gene (formerly Entrezgene);Acc:819292],PRR9
104454183,AT3G54770,-1.754802194,0.473340552,0.00182406,RNA-binding (RRM/RBD/RNP motifs) family protein [Source:NCBI gene (formerly Entrezgene);Acc:824642],ARP1
104454198,AT3G52280,1.387345363,0.188883477,1.77E-11,ral transcription factor group E6 [Source:NCBI gene (formerly Entrezgene);Acc:824393],GTE6
104454204,AT3G07990,-1.075017112,0.321747283,0.005800871,serine carboxypeptidase-like 27 [Source:NCBI gene (formerly Entrezgene);Acc:819990],SCPL27
104454205,AT2G35770,-1.415006691,0.518769368,0.030546443,serine carboxypeptidase-like 28 [Source:NCBI gene (formerly Entrezgene);Acc:818149],scpl28
104454212,AT5G19290,-1.175433511,0.363092051,0.007871692,alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:832049],AT5G19290
104454224,AT5G03250,-2.260716646,0.422559987,2.04E-06,Phototropic-responsive NPH3 family protein [Source:NCBI gene (formerly Entrezgene);Acc:831894],AT5G03250
104454227,AT3G10340,-1.219578922,0.377423191,0.008003394,phenylalanine ammonia-lyase 4 [Source:NCBI gene (formerly Entrezgene);Acc:820196],PAL4
104454228,AT3G53260,-1.024482162,0.329226921,0.011260692,phenylalanine ammonia-lyase 2 [Source:NCBI gene (formerly Entrezgene);Acc:824493],PAL2
104454229,AT3G53260,-1.136126681,0.281375135,0.000572668,phenylalanine ammonia-lyase 2 [Source:NCBI gene (formerly Entrezgene);Acc:824493],PAL2
104454231,AT2G39020,1.279388037,0.239404915,2.10E-06,Acyl-CoA N-acyltransferases (NAT) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818488],AT2G39020
104454250,AT3G54880,-1.163549415,0.266569316,0.000163272,zinc finger protein [Source:NCBI gene (formerly Entrezgene);Acc:824653],AT3G54880
